,state,action,reward,next_state,fare,comm_rate,discount,Marketing
0,[[0 0]],0,0.0,[[0 0]],1.2,0.15,0.0,True
1,[[0 0]],0,26.112160000000003,[[22  2]],1.2,0.2,0.0,True
2,[[22  2]],1,41.81514,[[38  1]],1.2,0.15,0.0,True
3,[[38  1]],0,96.84704,[[59  5]],1.2,0.2,0.0,True
4,[[59  5]],1,66.73854,[[58 10]],1.2,0.15,0.0,True
5,[[58 10]],1,74.607,[[93 11]],1.2,0.1,0.0,True
6,[[93 11]],1,40.878,[[105   8]],1.2,0.05,0.0,True
7,[[105   8]],2,41.22038,[[116  14]],1.2,0.05,0.0,True
8,[[116  14]],2,49.639540000000004,[[139  13]],1.2,0.05,0.0,True
9,[[139  13]],1,0.0,[[138  11]],1.2,0.0,0.0,True
10,[[138  11]],1,0.0,[[120  18]],1.2,0.0,0.0,True
11,[[120  18]],1,0.0,[[156  13]],1.2,0.0,0.0,True
12,[[156  13]],1,0.0,[[157  22]],1.2,0.0,0.0,True
13,[[157  22]],1,0.0,[[153  14]],1.2,0.0,0.0,True
14,[[153  14]],0,62.09986,[[166  14]],1.2,0.05,0.0,True
15,[[166  14]],1,0.0,[[164  11]],1.2,0.0,0.0,True
16,[[164  11]],2,0.0,[[146  22]],1.2,0.0,0.0,True
17,[[146  22]],0,49.178799999999995,[[139  13]],1.2,0.05,0.0,True
18,[[139  13]],0,116.45772000000001,[[162  13]],1.2,0.1,0.0,True
19,[[162  13]],1,60.65878,[[160  20]],1.2,0.05,0.0,True
20,[[160  20]],1,0.0,[[147  16]],1.2,0.0,0.0,True
21,[[147  16]],2,0.0,[[173  16]],1.2,0.0,0.0,True
22,[[173  16]],2,0.0,[[181  17]],1.2,0.0,0.0,True
23,[[181  17]],2,0.0,[[159  17]],1.2,0.0,0.0,True
24,[[159  17]],1,0.0,[[144  15]],1.2,0.0,0.0,True
25,[[144  15]],0,57.86108,[[158  19]],1.2,0.05,0.0,True
26,[[158  19]],1,0.0,[[168  17]],1.2,0.0,0.0,True
27,[[168  17]],0,66.62456,[[188  19]],1.2,0.05,0.0,True
28,[[188  19]],2,52.93806,[[147  17]],1.2,0.05,0.0,True
29,[[147  17]],1,0.0,[[164  18]],1.2,0.0,0.0,True
30,[[164  18]],2,0.0,[[160  18]],1.2,0.0,0.0,True
31,[[160  18]],0,50.98780000000001,[[145  24]],1.2,0.05,0.0,True
32,[[145  24]],2,60.64172,[[155   8]],1.2,0.05,0.0,True
33,[[155   8]],1,0.0,[[155  23]],1.2,0.0,0.0,True
34,[[155  23]],1,0.0,[[151  13]],1.2,0.0,0.0,True
35,[[151  13]],2,0.0,[[154  13]],1.2,0.0,0.0,True
36,[[154  13]],2,0.0,[[162  15]],1.2,0.0,0.0,True
37,[[162  15]],0,59.397000000000006,[[156  19]],1.2,0.05,0.0,True
38,[[156  19]],0,131.638,[[176  13]],1.2,0.1,0.0,True
39,[[176  13]],2,129.36311999999998,[[177  13]],1.2,0.1,0.0,True
40,[[177  13]],0,190.07016,[[170  17]],1.2,0.15,0.0,True
41,[[170  17]],1,122.9676,[[168  13]],1.2,0.1,0.0,True
42,[[168  13]],0,207.26124,[[179  10]],1.2,0.15,0.0,True
43,[[179  10]],1,108.79744000000001,[[155  21]],1.2,0.1,0.0,True
44,[[155  21]],1,63.770059999999994,[[179  17]],1.2,0.05,0.0,True
45,[[179  17]],2,54.61674000000001,[[156  12]],1.2,0.05,0.0,True
46,[[156  12]],1,0.0,[[171  19]],1.2,0.0,0.0,True
47,[[171  19]],1,0.0,[[155  18]],1.2,0.0,0.0,True
48,[[155  18]],2,0.0,[[156  14]],1.2,0.0,0.0,True
49,[[156  14]],2,0.0,[[169  18]],1.2,0.0,0.0,True
50,[[169  18]],1,0.0,[[166  21]],1.2,0.0,0.0,True
51,[[166  21]],2,0.0,[[161  19]],1.2,0.0,0.0,True
52,[[161  19]],2,0.0,[[161  21]],1.2,0.0,0.0,True
53,[[161  21]],1,0.0,[[185  15]],1.2,0.0,0.0,True
54,[[185  15]],1,0.0,[[193  21]],1.2,0.0,0.0,True
55,[[193  21]],0,70.29223999999999,[[179  17]],1.2,0.05,0.0,True
56,[[179  17]],0,139.4588,[[190  13]],1.2,0.1,0.0,True
57,[[190  13]],0,207.7317,[[195  22]],1.2,0.15,0.0,True
58,[[195  22]],1,127.55396,[[181  25]],1.2,0.1,0.0,True
59,[[181  25]],2,121.36956,[[174  20]],1.2,0.1,0.0,True
60,[[174  20]],2,118.89068,[[169  20]],1.2,0.1,0.0,True
61,[[169  20]],0,192.315,[[178  20]],1.2,0.15,0.0,True
62,[[178  20]],1,128.73916,[[191  27]],1.2,0.1,0.0,True
63,[[191  27]],0,216.77909999999997,[[200  20]],1.2,0.15,0.0,True
64,[[200  20]],1,143.5076,[[199  12]],1.2,0.1,0.0,True
65,[[199  12]],1,69.09654,[[195  25]],1.2,0.05,0.0,True
66,[[195  25]],0,129.24063999999998,[[191  12]],1.2,0.1,0.0,True
