,state,action,revenue,reward,next_state,nP,nV,fare,comm_rate,discount,Marketing
0,[[0 0]],2,0.0,0.0,[[0 0]],0,0,1.2,0.1,0.0,True
1,[[0 0]],2,19.56176,13.436463636363635,[[19  1]],19,1,1.2,0.1,0.0,True
2,[[19  1]],0,49.2975,35.95099431818181,[[48  3]],48,3,1.2,0.15,0.0,True
3,[[48  3]],1,33.0412,44.37734090909091,[[50  5]],50,5,1.2,0.1,0.0,True
4,[[50  5]],2,61.94904,77.4698318181818,[[84  9]],84,9,1.2,0.1,0.0,True
5,[[84  9]],1,36.492900000000006,68.37346022727273,[[96  6]],96,6,1.2,0.05,0.0,True
6,[[96  6]],2,38.071960000000004,104.16317954545455,[[100  14]],100,14,1.2,0.05,0.0,True
7,[[100  14]],0,71.67048,91.62218636363637,[[96 11]],96,11,1.2,0.1,0.0,True
8,[[96 11]],1,52.50296,119.43312272727273,[[134  14]],134,14,1.2,0.05,0.0,True
9,[[134  14]],2,55.40026,117.04774204545456,[[148  12]],148,12,1.2,0.05,0.0,True
10,[[148  12]],2,55.40146,142.5478102272727,[[148  18]],148,18,1.2,0.05,0.0,True
11,[[148  18]],1,0.0,128.35,[[142  16]],142,16,1.2,0.0,0.0,True
12,[[142  16]],0,51.54378,140.62862386363636,[[144  18]],144,18,1.2,0.05,0.0,True
13,[[144  18]],0,109.89160000000001,156.26884090909093,[[143  21]],143,21,1.2,0.1,0.0,True
14,[[143  21]],1,55.72138,125.14098750000001,[[157  13]],157,13,1.2,0.05,0.0,True
15,[[157  13]],2,56.93584,115.43499090909091,[[154  11]],154,11,1.2,0.05,0.0,True
16,[[154  11]],2,59.73956,136.84429318181816,[[164  15]],164,15,1.2,0.05,0.0,True
17,[[164  15]],1,0.0,111.35000000000001,[[142  12]],142,12,1.2,0.0,0.0,True
18,[[142  12]],0,57.32184,164.3319227272727,[[159  22]],159,22,1.2,0.05,0.0,True
19,[[159  22]],1,0.0,90.52499999999999,[[153   6]],153,6,1.2,0.0,0.0,True
20,[[153   6]],2,0.0,126.225,[[147  15]],147,15,1.2,0.0,0.0,True
21,[[147  15]],1,0.0,149.6,[[162  19]],162,19,1.2,0.0,0.0,True
22,[[162  19]],1,0.0,149.17499999999998,[[171  18]],171,18,1.2,0.0,0.0,True
23,[[171  18]],1,0.0,132.6,[[132  18]],132,18,1.2,0.0,0.0,True
24,[[132  18]],2,0.0,112.625,[[135  13]],135,13,1.2,0.0,0.0,True
25,[[135  13]],2,0.0,141.1,[[172  16]],172,16,1.2,0.0,0.0,True
26,[[172  16]],1,0.0,116.45,[[144  13]],144,13,1.2,0.0,0.0,True
